DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.27.09, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.509538ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_60, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD69E8F15__9FCF9E2C9D93CDAE7EEF650C92F70802C10C62C4, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=199816 bytes, Retrieved=true, Duration=0.876423ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_61, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_60, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.253785ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_62, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_60, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.411414ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_63, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF26C8F12__A10D9C503F31163FB654CC8A379D5B41327AF037, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=173152 bytes, Retrieved=true, Duration=0.431117ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_64, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_63, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.127286ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_65, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_63, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.172209ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_66, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF26C8F12__5A75F4669C71EBAB881DFA084E6D7DFC65747936, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=164508 bytes, Retrieved=true, Duration=0.413779ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_67, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_66, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.111919ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_68, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_66, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.177335ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_69, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf38807C7C__6913B6E8C319C59691037787430DDA7056DB5044, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=289294 bytes, Retrieved=true, Duration=0.565104ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_70, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_69, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.141080ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_71, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_69, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.208467ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_72, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf38807C7C__9092ACF33C706502032813423067511962EF84DD, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=194122 bytes, Retrieved=true, Duration=0.362940ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_73, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_72, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066601ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_74, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_72, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.153296ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_75, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8186CE14__428AB93795B4788C45526F938CB52B06E9B4BD32, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=288184 bytes, Retrieved=true, Duration=0.794847ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_76, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_75, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.223044ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_77, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_75, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.347182ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_78, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf8186CE14__AF6E7909D1C64B36A23B6AD69E14E59ED5898A39, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=193372 bytes, Retrieved=true, Duration=0.432298ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_79, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_78, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.114281ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_80, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_78, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.171818ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_81, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_0173D5304D6B1750C2D0A095CC6D1BE4, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=5180 bytes, Retrieved=true, Duration=0.196643ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_82, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_81, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.073690ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_83, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_81, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.094973ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_84, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_F0E359F74F1EBEA995B078BF397A0942, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=7135 bytes, Retrieved=true, Duration=0.152901ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_85, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_84, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054777ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_86, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_84, StartTime=2015.12.10-06.27.13, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.074875ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_87, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF7646F94__D22357BBB7B49D90EC60E0CA4484C976F5895915, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=673347 bytes, Retrieved=true, Duration=1.423001ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_88, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF7646F94__B0AC292A11D430F8864104AD7C93C08089AC2CCF, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=651563 bytes, Retrieved=true, Duration=1.176313ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_89, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE7AF1927__CB7676F74D3BAF3413318DB219B8CDD1AAEF49A8, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=43826 bytes, Retrieved=true, Duration=0.226200ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_90, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE7AF1927__4C617B9C44FDAA9566A65195CE7AF1E90D521446, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=37561 bytes, Retrieved=true, Duration=0.177331ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_91, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufEB6949D1__CD8DE967D453C48C863D1494D2631B104E05ACD1, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=3027285 bytes, Retrieved=true, Duration=5.409859ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_92, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufEB6949D1__4F269D219BF0CFCA8DC1AEEE06A1CD64F4E38116, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=2385141 bytes, Retrieved=true, Duration=4.945636ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_93, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0050C5B1__70EACC151D2E158B78B7C8FF0C1048DB3095EFD3, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=656032 bytes, Retrieved=true, Duration=1.297686ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_94, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0050C5B1__FEA74C048D61EF1033062341CD2E4A36B630DDFC, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=624061 bytes, Retrieved=true, Duration=1.285475ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_95, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0C797E18__1CB6047115DA6950709C50E2B2CFF7CC965E3DAB, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=3092045 bytes, Retrieved=true, Duration=5.880777ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_96, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0C797E18__F82403ED6E94994A4435D575B4873C09479AFA8A, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=2435363 bytes, Retrieved=true, Duration=3.959268ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_97, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD13C5DDB__7771C1980763447755C54473AEA252BBA29DBD79, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=3046445 bytes, Retrieved=true, Duration=6.577105ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_98, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD13C5DDB__1DE29769CE67C5591DF4F35975F42952B1D1EE52, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=2400167 bytes, Retrieved=true, Duration=3.927745ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_99, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf2DF00985__DD41E931BCDA9553F74C572A0A9AD689F5C7BD07, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=641612 bytes, Retrieved=true, Duration=1.188532ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_100, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf2DF00985__D7103312030DD208C03A02A584A52BC78D63EBA9, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=620193 bytes, Retrieved=true, Duration=1.292959ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_101, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf06C18A7F__9A41D7493A06458383B92364E1234A07E98D2775, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=225753 bytes, Retrieved=true, Duration=0.523724ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_102, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf06C18A7F__1BD607E7DC9ECEFB4D53A07C3F399426300E09AD, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=155412 bytes, Retrieved=true, Duration=0.338115ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_103, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9E7836E2__35CCA720A04E73BC731D1280C151B30F6D0C8D76, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=48926 bytes, Retrieved=true, Duration=0.178125ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_104, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9E7836E2__B749645444E7DD321434E68ED03E6587079F4062, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=36938 bytes, Retrieved=true, Duration=0.146989ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_105, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE13ECC40__2A91D7A35AA68A1A830EB54AB199FFB01E97CBCF, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=48974 bytes, Retrieved=true, Duration=0.206497ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_106, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE13ECC40__3DF786C4886349CEACA877A2B83C63D2514E0349, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=36971 bytes, Retrieved=true, Duration=0.200581ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_107, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE99ECB0A__F146DC251B44B8BD62075C111F31C75E4876CD31, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=49082 bytes, Retrieved=true, Duration=0.247084ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_108, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE99ECB0A__9B584DC4BEADC9C01CCB02B14326DAEDD814EBCD, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=37072 bytes, Retrieved=true, Duration=0.225019ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_109, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf086D49E0__0ABC1336A96492B9D56D2EFABD84A722C597BB1A, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=49114 bytes, Retrieved=true, Duration=0.189945ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_110, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf086D49E0__37687248F5A955B83BACA1DE2DA2BF465705258E, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=37094 bytes, Retrieved=true, Duration=0.161175ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_111, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf07B1E502__964A910973D545EE3EF5570FE401A0C089C8C3B7, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=49050 bytes, Retrieved=true, Duration=0.230931ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_112, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf07B1E502__998DC5995509356BD4E1A791086D8394772FA912, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=37047 bytes, Retrieved=true, Duration=0.261668ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_113, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf32DBCB61__4B1E12FC111E18D53C0AB666F99E3B2BDD2EC80D, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=510700 bytes, Retrieved=true, Duration=1.054935ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_114, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf32DBCB61__4CAF0D9DA74BABEC29F6AEF27D447E14BB97A6C1, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=345638 bytes, Retrieved=true, Duration=0.628155ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_115, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCA0E6DD7__53D1890F1D438D54D566AD28A2C2A2986582E79E, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=47425 bytes, Retrieved=true, Duration=0.216346ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_116, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufCA0E6DD7__8823ABDF7D49EB8F95B29A22C661F41898B59A75, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=40991 bytes, Retrieved=true, Duration=0.205312ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_117, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf87C16D7D__497F47DAE9019A217F9E2A67FEFE7B09DB070836, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=110589 bytes, Retrieved=true, Duration=0.267968ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_118, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf87C16D7D__6E1052FD5074D4D0EDBAFC8FF756F8F28617E10B, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=98868 bytes, Retrieved=true, Duration=0.255361ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_119, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufBA2C527D__83234B8121D831EFB1D3516B3BCE1A331C0F0345, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=43465 bytes, Retrieved=true, Duration=0.432696ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_120, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufBA2C527D__BF3B2DBDCE2069703FFFE7CC910E6B93844C7178, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=37211 bytes, Retrieved=true, Duration=0.290826ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_121, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE7FC0318__3236D09E017B87C27037B0A0E5C5AEAC7D15FE71, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=140630 bytes, Retrieved=true, Duration=0.366885ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_122, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE7FC0318__D70D4AAD4E02FD792955F57C5EA618A9683E3628, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=108920 bytes, Retrieved=true, Duration=0.317231ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_123, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufECFD7059__F096A2656663125C187970E918DA4BB75AA1A019, StartTime=2015.12.10-06.27.13, HierarchicalDDC, DataSize=146475 bytes, Retrieved=true, Duration=0.422839ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
